fold,générateur,ratio,N,model,RMSE
8,GEO-interp,1,4,LightGBM,6.211088792215236
8,GEO-interp,1,5,RF,6.030704575348941
8,GEO-interp,1,5,XGBoost,6.355818649630167
8,GEO-interp,1,5,CatBoost,5.5672055369290625
8,GEO-interp,1,5,LightGBM,5.957852800405675
8,GEO-interp,1,6,RF,6.0056037243155265
8,GEO-interp,1,6,XGBoost,6.412764176190082
8,GEO-interp,1,6,CatBoost,5.6648028873038365
8,GEO-interp,1,6,LightGBM,5.957852800405675
8,GEO-interp,1,7,RF,5.94294117048899
8,GEO-interp,1,7,XGBoost,6.481058868108868
8,GEO-interp,1,7,CatBoost,5.496382411524224
8,GEO-interp,1,7,LightGBM,5.781733072144936
8,GEO-interp,1,8,RF,5.915106984499187
8,GEO-interp,1,8,XGBoost,6.3362990876755685
8,GEO-interp,1,8,CatBoost,5.557014443250376
8,GEO-interp,1,8,LightGBM,5.792531293031806
8,GEO-interp,1,9,RF,5.915327780363209
8,GEO-interp,1,9,XGBoost,6.387379830878599
8,GEO-interp,1,9,CatBoost,5.5779956204559245
8,GEO-interp,1,9,LightGBM,5.703591855547323
8,GEO-interp,1,10,RF,5.91110914093428
8,GEO-interp,1,10,XGBoost,6.286642965183372
8,GEO-interp,1,10,CatBoost,5.557871487750122
8,GEO-interp,1,10,LightGBM,5.684440995099197
8,GEO-interp,1,12,RF,5.876176060548446
8,GEO-interp,1,12,XGBoost,6.1892018156629
8,GEO-interp,1,12,CatBoost,5.520384627930341
8,GEO-interp,1,12,LightGBM,5.490118546445411
8,GEO-interp,1,14,RF,5.820330511721437
8,GEO-interp,1,14,XGBoost,5.913659835790545
8,GEO-interp,1,14,CatBoost,5.27697270541545
8,GEO-interp,1,14,LightGBM,5.058665205908036
8,GEO-interp,1,17,RF,5.863117050337078
8,GEO-interp,1,17,XGBoost,5.916558983114058
8,GEO-interp,1,17,CatBoost,5.237575162972841
8,GEO-interp,1,17,LightGBM,5.122719810548011
8,GEO-interp,1,19,RF,5.795523883755875
8,GEO-interp,1,19,XGBoost,6.058983441112585
8,GEO-interp,1,19,CatBoost,5.266010399431531
8,GEO-interp,1,19,LightGBM,5.118933212076789
8,GEO-interp,2,1,RF,7.698622019988985
8,GEO-interp,2,1,XGBoost,7.371847282430092
8,GEO-interp,2,1,CatBoost,7.1508269297927
8,GEO-interp,2,1,LightGBM,7.505735362271326
8,GEO-interp,2,2,RF,7.143996860862189
8,GEO-interp,2,2,XGBoost,7.168204331817461
8,GEO-interp,2,2,CatBoost,7.017332906646515
8,GEO-interp,2,2,LightGBM,7.0747015391399986
8,GEO-interp,2,3,RF,6.162725633719628
8,GEO-interp,2,3,XGBoost,7.129154447459962
8,GEO-interp,2,3,CatBoost,5.849427008654969
8,GEO-interp,2,3,LightGBM,6.027197356075968
8,GEO-interp,2,4,RF,6.169292869406629
8,GEO-interp,2,4,XGBoost,6.210756188566721
8,GEO-interp,2,4,CatBoost,6.059730805209344
8,GEO-interp,2,4,LightGBM,6.246823972853088
8,GEO-interp,2,5,RF,5.944897373960075
8,GEO-interp,2,5,XGBoost,6.0316865351762825
8,GEO-interp,2,5,CatBoost,5.650490052440659
8,GEO-interp,2,5,LightGBM,6.232525941873042
8,GEO-interp,2,6,RF,5.944807447870576
8,GEO-interp,2,6,XGBoost,6.102636151642402
8,GEO-interp,2,6,CatBoost,5.703851101708684
8,GEO-interp,2,6,LightGBM,6.206703138258487
8,GEO-interp,2,7,RF,5.8127787178114065
8,GEO-interp,2,7,XGBoost,6.022248310494949
8,GEO-interp,2,7,CatBoost,5.746865238373744
8,GEO-interp,2,7,LightGBM,6.199818921162812
8,GEO-interp,2,8,RF,5.826800917333604
8,GEO-interp,2,8,XGBoost,5.819322509960011
8,GEO-interp,2,8,CatBoost,5.837688756394362
8,GEO-interp,2,8,LightGBM,6.029986887140015
8,GEO-interp,2,9,RF,5.862181346029581
8,GEO-interp,2,9,XGBoost,5.862992025418659
8,GEO-interp,2,9,CatBoost,5.883948623845646
8,GEO-interp,2,9,LightGBM,6.22390813691252
8,GEO-interp,2,10,RF,5.865864248206171
8,GEO-interp,2,10,XGBoost,5.988387747590573
8,GEO-interp,2,10,CatBoost,5.809985490204509
8,GEO-interp,2,10,LightGBM,6.138957502521854
8,GEO-interp,2,12,RF,5.7424945260377305
8,GEO-interp,2,12,XGBoost,5.848309234032142
8,GEO-interp,2,12,CatBoost,5.624800167563068
8,GEO-interp,2,12,LightGBM,5.937948452706073
8,GEO-interp,2,14,RF,5.724049008525531
8,GEO-interp,2,14,XGBoost,5.438282191106817
8,GEO-interp,2,14,CatBoost,5.34856172439511
8,GEO-interp,2,14,LightGBM,5.731255059933948
8,GEO-interp,2,17,RF,5.6265213327687995
8,GEO-interp,2,17,XGBoost,5.275265261943669
8,GEO-interp,2,17,CatBoost,5.181043751923133
8,GEO-interp,2,17,LightGBM,5.7572142567250655
8,GEO-interp,2,19,RF,5.728844191312918
8,GEO-interp,2,19,XGBoost,5.367614358966813
8,GEO-interp,2,19,CatBoost,5.125757569569939
8,GEO-interp,2,19,LightGBM,5.6646992333726915
8,GEO-interp,5,1,RF,7.744202088418425
8,GEO-interp,5,1,XGBoost,7.443143855347179
8,GEO-interp,5,1,CatBoost,7.47610005415243
8,GEO-interp,5,1,LightGBM,7.711343429249011
8,GEO-interp,5,2,RF,6.999371532713561
8,GEO-interp,5,2,XGBoost,6.764782917072288
8,GEO-interp,5,2,CatBoost,6.833779524851642
8,GEO-interp,5,2,LightGBM,6.9684712918672265
8,GEO-interp,5,3,RF,5.8899830192850064
8,GEO-interp,5,3,XGBoost,6.91378510695986
8,GEO-interp,5,3,CatBoost,5.511167496620588
8,GEO-interp,5,3,LightGBM,5.739235730540415
8,GEO-interp,5,4,RF,5.802379244641153
8,GEO-interp,5,4,XGBoost,5.888763872812483
8,GEO-interp,5,4,CatBoost,5.796507182579757
8,GEO-interp,5,4,LightGBM,5.950098248625995
8,GEO-interp,5,5,RF,5.570036406774467
8,GEO-interp,5,5,XGBoost,5.689761851244853
8,GEO-interp,5,5,CatBoost,5.471793479321891
8,GEO-interp,5,5,LightGBM,5.680188812125079
8,GEO-interp,5,6,RF,5.610214738878773
8,GEO-interp,5,6,XGBoost,5.616124171412707
8,GEO-interp,5,6,CatBoost,5.496572239053512
8,GEO-interp,5,6,LightGBM,5.680188812125079
8,GEO-interp,5,7,RF,5.537311205368296
8,GEO-interp,5,7,XGBoost,5.681513276807366
8,GEO-interp,5,7,CatBoost,5.487548356545226
8,GEO-interp,5,7,LightGBM,5.618231085940397
8,GEO-interp,5,8,RF,5.347719686485556
8,GEO-interp,5,8,XGBoost,5.536202833461138
8,GEO-interp,5,8,CatBoost,5.5041241854484495
8,GEO-interp,5,8,LightGBM,5.683617707515792
8,GEO-interp,5,9,RF,5.389620280362002
8,GEO-interp,5,9,XGBoost,5.486081681269992
8,GEO-interp,5,9,CatBoost,5.4312556857142775
8,GEO-interp,5,9,LightGBM,5.646114357638701
8,GEO-interp,5,10,RF,5.421818329040449
8,GEO-interp,5,10,XGBoost,5.569791192198681
8,GEO-interp,5,10,CatBoost,5.461821295632783
8,GEO-interp,5,10,LightGBM,5.662660504537908
8,GEO-interp,5,12,RF,5.465530151199652
8,GEO-interp,5,12,XGBoost,5.4275820649150255
8,GEO-interp,5,12,CatBoost,5.418781382311929
8,GEO-interp,5,12,LightGBM,5.644450551470229
8,GEO-interp,5,14,RF,5.446208028258308
8,GEO-interp,5,14,XGBoost,4.951017776829811
8,GEO-interp,5,14,CatBoost,5.20744778646602
8,GEO-interp,5,14,LightGBM,5.610311540240891
8,GEO-interp,5,17,RF,5.482421540036134
8,GEO-interp,5,17,XGBoost,5.058724273410125
8,GEO-interp,5,17,CatBoost,5.23955098147931
8,GEO-interp,5,17,LightGBM,5.5701579851341725
8,GEO-interp,5,19,RF,5.504116048118875
8,GEO-interp,5,19,XGBoost,5.032505897784708
8,GEO-interp,5,19,CatBoost,5.053951601589783
8,GEO-interp,5,19,LightGBM,5.5843414930849296
8,GEO-disp,1,1,RF,7.364364040938705
8,GEO-disp,1,1,XGBoost,7.633893342016681
8,GEO-disp,1,1,CatBoost,7.073837345279429
8,GEO-disp,1,1,LightGBM,6.821772580228143
8,GEO-disp,1,2,RF,6.900902223215609
8,GEO-disp,1,2,XGBoost,7.200037793071736
8,GEO-disp,1,2,CatBoost,6.803907975452011
8,GEO-disp,1,2,LightGBM,6.5313337800589855
8,GEO-disp,1,3,RF,6.20077238657221
8,GEO-disp,1,3,XGBoost,7.419360884025241
8,GEO-disp,1,3,CatBoost,5.82702102568228
8,GEO-disp,1,3,LightGBM,5.85273993626722
8,GEO-disp,1,4,RF,6.009621503718759
8,GEO-disp,1,4,XGBoost,6.648138567536876
8,GEO-disp,1,4,CatBoost,5.8154915163195495
8,GEO-disp,1,4,LightGBM,6.239118927485683
8,GEO-disp,1,5,RF,6.054937613142245
8,GEO-disp,1,5,XGBoost,6.337459691991223
8,GEO-disp,1,5,CatBoost,5.6740931904644665
8,GEO-disp,1,5,LightGBM,5.8845638977800725
8,GEO-disp,1,6,RF,6.041806779384658
8,GEO-disp,1,6,XGBoost,6.522598184455529
8,GEO-disp,1,6,CatBoost,5.692096304492788
8,GEO-disp,1,6,LightGBM,5.8845638977800725
8,GEO-disp,1,7,RF,5.945055418373513
8,GEO-disp,1,7,XGBoost,6.491897086372516
8,GEO-disp,1,7,CatBoost,5.615431459118379
8,GEO-disp,1,7,LightGBM,6.004643661049638
8,GEO-disp,1,8,RF,5.881937793300008
8,GEO-disp,1,8,XGBoost,6.279667385436516
8,GEO-disp,1,8,CatBoost,5.519748821754196
8,GEO-disp,1,8,LightGBM,5.755206839012793
8,GEO-disp,1,9,RF,5.904166469886077
8,GEO-disp,1,9,XGBoost,6.368979702438467
8,GEO-disp,1,9,CatBoost,5.664784059032224
8,GEO-disp,1,9,LightGBM,5.6472761379691
8,GEO-disp,1,10,RF,5.923048590992752
8,GEO-disp,1,10,XGBoost,6.28660882059283
8,GEO-disp,1,10,CatBoost,5.671297904058184
8,GEO-disp,1,10,LightGBM,5.596548849017762
8,GEO-disp,1,12,RF,5.874852282486661
8,GEO-disp,1,12,XGBoost,6.156123842043807
8,GEO-disp,1,12,CatBoost,5.402286964149729
8,GEO-disp,1,12,LightGBM,5.438955686964169
8,GEO-disp,1,14,RF,5.832407373418895
8,GEO-disp,1,14,XGBoost,5.952709568272048
8,GEO-disp,1,14,CatBoost,5.2707579360513614
8,GEO-disp,1,14,LightGBM,5.048166150989367
8,GEO-disp,1,17,RF,5.869092874784186
8,GEO-disp,1,17,XGBoost,5.870154573604811
8,GEO-disp,1,17,CatBoost,5.228706431064502
8,GEO-disp,1,17,LightGBM,5.143346577091578
8,GEO-disp,1,19,RF,5.7860231008269
8,GEO-disp,1,19,XGBoost,5.920417237310175
8,GEO-disp,1,19,CatBoost,5.24345079068851
8,GEO-disp,1,19,LightGBM,5.152769582664744
8,GEO-disp,2,1,RF,7.712584840385182
8,GEO-disp,2,1,XGBoost,7.375984589940787
8,GEO-disp,2,1,CatBoost,7.171311865727763
8,GEO-disp,2,1,LightGBM,7.509889051515444
8,GEO-disp,2,2,RF,7.127396189907655
8,GEO-disp,2,2,XGBoost,7.115313995628019
8,GEO-disp,2,2,CatBoost,6.927994163080143
8,GEO-disp,2,2,LightGBM,7.143795025497307
8,GEO-disp,2,3,RF,6.146863272176942
8,GEO-disp,2,3,XGBoost,7.098051428186138
8,GEO-disp,2,3,CatBoost,5.791596118406228
8,GEO-disp,2,3,LightGBM,6.159568227849237
8,GEO-disp,2,4,RF,6.089295045017884
8,GEO-disp,2,4,XGBoost,6.214698082898174
8,GEO-disp,2,4,CatBoost,6.023478022140823
8,GEO-disp,2,4,LightGBM,6.2576291260844235
8,GEO-disp,2,5,RF,5.939459602329513
8,GEO-disp,2,5,XGBoost,5.984802876868951
8,GEO-disp,2,5,CatBoost,5.654713214951147
8,GEO-disp,2,5,LightGBM,6.289465306439212
8,GEO-disp,2,6,RF,5.967661550749582
8,GEO-disp,2,6,XGBoost,6.103962724637729
8,GEO-disp,2,6,CatBoost,5.743868985015938
8,GEO-disp,2,6,LightGBM,6.241096859405906
8,GEO-disp,2,7,RF,5.850922376856088
8,GEO-disp,2,7,XGBoost,5.974169939013896
8,GEO-disp,2,7,CatBoost,5.789700404804943
8,GEO-disp,2,7,LightGBM,6.2573498658587985
8,GEO-disp,2,8,RF,5.848286488740692
8,GEO-disp,2,8,XGBoost,5.877335638523224
8,GEO-disp,2,8,CatBoost,5.732581278495679
8,GEO-disp,2,8,LightGBM,6.200080953009221
8,GEO-disp,2,9,RF,5.823328871978705
8,GEO-disp,2,9,XGBoost,5.925453043841116
8,GEO-disp,2,9,CatBoost,5.757162971852836
8,GEO-disp,2,9,LightGBM,6.240598862231381
8,GEO-disp,2,10,RF,5.874209430863666
8,GEO-disp,2,10,XGBoost,5.940619704443734
8,GEO-disp,2,10,CatBoost,5.715106442249811
8,GEO-disp,2,10,LightGBM,6.221926125856273
8,GEO-disp,2,12,RF,5.7563521619110265
8,GEO-disp,2,12,XGBoost,5.8219435628944725
8,GEO-disp,2,12,CatBoost,5.625983681482856
8,GEO-disp,2,12,LightGBM,5.937548287946077
8,GEO-disp,2,14,RF,5.722790643485096
8,GEO-disp,2,14,XGBoost,5.365497348201004
8,GEO-disp,2,14,CatBoost,5.304579246381239
8,GEO-disp,2,14,LightGBM,5.701172541183411
8,GEO-disp,2,17,RF,5.715305356361274
8,GEO-disp,2,17,XGBoost,5.217847629585775
8,GEO-disp,2,17,CatBoost,5.087674163636292
8,GEO-disp,2,17,LightGBM,5.718437231493091
8,GEO-disp,2,19,RF,5.704829956934
8,GEO-disp,2,19,XGBoost,5.358117193042235
8,GEO-disp,2,19,CatBoost,5.1380830132750015
8,GEO-disp,2,19,LightGBM,5.789176898514396
8,GEO-disp,5,1,RF,7.82692583294611
8,GEO-disp,5,1,XGBoost,7.400008937842647
8,GEO-disp,5,1,CatBoost,7.490503194712742
8,GEO-disp,5,1,LightGBM,7.8001277524186
8,GEO-disp,5,2,RF,6.96088238384109
8,GEO-disp,5,2,XGBoost,6.784714678433622
8,GEO-disp,5,2,CatBoost,6.8688334711068055
8,GEO-disp,5,2,LightGBM,7.1388509867660055
8,GEO-disp,5,3,RF,5.939502258376047
8,GEO-disp,5,3,XGBoost,6.907627573576148
8,GEO-disp,5,3,CatBoost,5.572501871328766
8,GEO-disp,5,3,LightGBM,5.934096758031658
8,GEO-disp,5,4,RF,5.859141060004658
8,GEO-disp,5,4,XGBoost,5.81352178273076
8,GEO-disp,5,4,CatBoost,5.801313483062073
8,GEO-disp,5,4,LightGBM,6.078018709871536
8,GEO-disp,5,5,RF,5.612990890341023
8,GEO-disp,5,5,XGBoost,5.66901797438536
8,GEO-disp,5,5,CatBoost,5.5779350809635275
8,GEO-disp,5,5,LightGBM,5.706667697409142
8,GEO-disp,5,6,RF,5.632899974499983
8,GEO-disp,5,6,XGBoost,5.649749040723495
8,GEO-disp,5,6,CatBoost,5.46534765563623
8,GEO-disp,5,6,LightGBM,5.706667697409142
8,GEO-disp,5,7,RF,5.504386982926713
8,GEO-disp,5,7,XGBoost,5.674034664051426
8,GEO-disp,5,7,CatBoost,5.445705806747927
8,GEO-disp,5,7,LightGBM,5.649385192519303
8,GEO-disp,5,8,RF,5.378636724730585
8,GEO-disp,5,8,XGBoost,5.51912100372279
8,GEO-disp,5,8,CatBoost,5.540248475631274
8,GEO-disp,5,8,LightGBM,5.5965584914284205
8,GEO-disp,5,9,RF,5.4041709272210445
8,GEO-disp,5,9,XGBoost,5.523479394916401
8,GEO-disp,5,9,CatBoost,5.591201810681618
8,GEO-disp,5,9,LightGBM,5.624156618575108
8,GEO-disp,5,10,RF,5.362771376428777
8,GEO-disp,5,10,XGBoost,5.5361523671422335
8,GEO-disp,5,10,CatBoost,5.553812220118011
8,GEO-disp,5,10,LightGBM,5.757893660607121
8,GEO-disp,5,12,RF,5.435392969461248
8,GEO-disp,5,12,XGBoost,5.482760259081147
8,GEO-disp,5,12,CatBoost,5.451679982092056
8,GEO-disp,5,12,LightGBM,5.7517216464464065
8,GEO-disp,5,14,RF,5.441448440852269
8,GEO-disp,5,14,XGBoost,4.94756483724008
8,GEO-disp,5,14,CatBoost,5.299431086024593
8,GEO-disp,5,14,LightGBM,5.5943128512206535
8,GEO-disp,5,17,RF,5.482286393517827
8,GEO-disp,5,17,XGBoost,5.046084851619071
8,GEO-disp,5,17,CatBoost,5.232538848879408
8,GEO-disp,5,17,LightGBM,5.630162330173389
8,GEO-disp,5,19,RF,5.431887155695773
8,GEO-disp,5,19,XGBoost,5.056043761285746
8,GEO-disp,5,19,CatBoost,5.232838310723321
8,GEO-disp,5,19,LightGBM,5.584209429856528
9,aucun,0,1,RF,6.131046920824289
9,aucun,0,1,XGBoost,6.266391316898712
9,aucun,0,1,CatBoost,6.279417973850295
9,aucun,0,1,LightGBM,6.588623146048658
9,aucun,0,2,RF,6.11754198282855
9,aucun,0,2,XGBoost,6.4569119195764255
9,aucun,0,2,CatBoost,6.615752756164423
9,aucun,0,2,LightGBM,6.8456102912845616
9,aucun,0,3,RF,5.087599666870767
9,aucun,0,3,XGBoost,5.325438924182858
9,aucun,0,3,CatBoost,5.673291947546782
9,aucun,0,3,LightGBM,5.846868960628643
9,aucun,0,4,RF,5.208905786284352
9,aucun,0,4,XGBoost,5.449044236362159
9,aucun,0,4,CatBoost,5.311183846419376
9,aucun,0,4,LightGBM,5.448466554708469
9,aucun,0,5,RF,4.869468825823242
9,aucun,0,5,XGBoost,4.863054459149838
9,aucun,0,5,CatBoost,4.830097448243409
9,aucun,0,5,LightGBM,4.680014063617737
9,aucun,0,6,RF,4.919380058205109
9,aucun,0,6,XGBoost,4.97316354635397
9,aucun,0,6,CatBoost,4.7596085806445645
9,aucun,0,6,LightGBM,4.751468607088024
9,aucun,0,7,RF,4.8066154866739215
9,aucun,0,7,XGBoost,4.721587999454844
9,aucun,0,7,CatBoost,4.789311454829058
9,aucun,0,7,LightGBM,4.623943908465658
9,aucun,0,8,RF,5.058598012926921
9,aucun,0,8,XGBoost,5.023410758059444
9,aucun,0,8,CatBoost,5.304006423801509
9,aucun,0,8,LightGBM,5.105307090047689
9,aucun,0,9,RF,4.982283212961663
9,aucun,0,9,XGBoost,5.097632859603367
9,aucun,0,9,CatBoost,5.241704952900224
9,aucun,0,9,LightGBM,5.01590695469207
9,aucun,0,10,RF,5.021207853622328
9,aucun,0,10,XGBoost,5.107192810785886
9,aucun,0,10,CatBoost,5.149845975115976
9,aucun,0,10,LightGBM,5.029923611041778
9,aucun,0,12,RF,5.082657886209661
9,aucun,0,12,XGBoost,4.940577828244289
9,aucun,0,12,CatBoost,5.2537264860037425
9,aucun,0,12,LightGBM,4.992167230718318
9,aucun,0,14,RF,5.074897340320964
9,aucun,0,14,XGBoost,5.019426659930784
9,aucun,0,14,CatBoost,5.237915677436019
9,aucun,0,14,LightGBM,4.723186126108932
9,aucun,0,17,RF,5.159304755876032
9,aucun,0,17,XGBoost,5.02507281997339
9,aucun,0,17,CatBoost,5.2229906389072305
9,aucun,0,17,LightGBM,4.643380549531578
9,aucun,0,19,RF,5.100488468463999
9,aucun,0,19,XGBoost,5.041903061358981
9,aucun,0,19,CatBoost,5.38348157652753
9,aucun,0,19,LightGBM,4.792444701862033
9,SMOTE-R,1,1,RF,6.928540566771262
9,SMOTE-R,1,1,XGBoost,6.647884949207025
9,SMOTE-R,1,1,CatBoost,6.60135630524781
9,SMOTE-R,1,1,LightGBM,6.34973996546223
9,SMOTE-R,1,2,RF,6.146922063096183
9,SMOTE-R,1,2,XGBoost,6.630459622830961
9,SMOTE-R,1,2,CatBoost,6.548069898551938
9,SMOTE-R,1,2,LightGBM,6.844214908127513
9,SMOTE-R,1,3,RF,5.180289454453933
9,SMOTE-R,1,3,XGBoost,5.708255723403631
9,SMOTE-R,1,3,CatBoost,5.607166926044222
9,SMOTE-R,1,3,LightGBM,5.439068191735495
9,SMOTE-R,1,4,RF,5.324518753994517
9,SMOTE-R,1,4,XGBoost,5.856916854723775
9,SMOTE-R,1,4,CatBoost,5.421616798519028
9,SMOTE-R,1,4,LightGBM,5.257382692086677
9,SMOTE-R,1,5,RF,5.050216215536417
9,SMOTE-R,1,5,XGBoost,5.348112401006558
9,SMOTE-R,1,5,CatBoost,5.207639326837782
9,SMOTE-R,1,5,LightGBM,4.85830643206791
9,SMOTE-R,1,6,RF,5.129212922491234
9,SMOTE-R,1,6,XGBoost,5.418278351760276
9,SMOTE-R,1,6,CatBoost,5.174481406108135
9,SMOTE-R,1,6,LightGBM,4.85830643206791
9,SMOTE-R,1,7,RF,4.984853206950409
9,SMOTE-R,1,7,XGBoost,5.036708068514928
9,SMOTE-R,1,7,CatBoost,5.071553848118849
9,SMOTE-R,1,7,LightGBM,4.758630378489451
9,SMOTE-R,1,8,RF,5.220322687371469
9,SMOTE-R,1,8,XGBoost,5.105269894575906
9,SMOTE-R,1,8,CatBoost,5.313110443199706
9,SMOTE-R,1,8,LightGBM,5.093001411447968
9,SMOTE-R,1,9,RF,5.210936255660579
9,SMOTE-R,1,9,XGBoost,5.119098597166306
9,SMOTE-R,1,9,CatBoost,5.4255949175443545
9,SMOTE-R,1,9,LightGBM,5.141705856559746
9,SMOTE-R,1,10,RF,5.243828038782
9,SMOTE-R,1,10,XGBoost,5.204185347611163
9,SMOTE-R,1,10,CatBoost,5.297097467298465
9,SMOTE-R,1,10,LightGBM,5.104708228553327
9,SMOTE-R,1,12,RF,5.399678369686308
9,SMOTE-R,1,12,XGBoost,5.273924392890281
9,SMOTE-R,1,12,CatBoost,5.41159351359721
9,SMOTE-R,1,12,LightGBM,5.154500705241962
9,SMOTE-R,1,14,RF,5.349448856477789
9,SMOTE-R,1,14,XGBoost,5.411593426667684
9,SMOTE-R,1,14,CatBoost,5.4743308210025114
9,SMOTE-R,1,14,LightGBM,4.823654129568048
9,SMOTE-R,1,17,RF,5.459221637521641
9,SMOTE-R,1,17,XGBoost,5.242704349991567
9,SMOTE-R,1,17,CatBoost,5.4991523131178255
9,SMOTE-R,1,17,LightGBM,4.8600892970951435
9,SMOTE-R,1,19,RF,5.457956341741812
9,SMOTE-R,1,19,XGBoost,5.413182609758668
9,SMOTE-R,1,19,CatBoost,5.5309854280290205
9,SMOTE-R,1,19,LightGBM,4.973931677249021
9,SMOTE-R,2,1,RF,6.6747981658242095
9,SMOTE-R,2,1,XGBoost,6.379057163017876
9,SMOTE-R,2,1,CatBoost,6.190074628840216
9,SMOTE-R,2,1,LightGBM,6.378234103243692
9,SMOTE-R,2,2,RF,6.064865235527043
9,SMOTE-R,2,2,XGBoost,6.390677099304049
9,SMOTE-R,2,2,CatBoost,6.314563925762229
9,SMOTE-R,2,2,LightGBM,6.710430887132203
9,SMOTE-R,2,3,RF,5.2886892508688845
9,SMOTE-R,2,3,XGBoost,5.682812056059108
9,SMOTE-R,2,3,CatBoost,5.43550710101714
9,SMOTE-R,2,3,LightGBM,5.7148447377987335
9,SMOTE-R,2,4,RF,5.29861748018764
9,SMOTE-R,2,4,XGBoost,5.696465208112877
9,SMOTE-R,2,4,CatBoost,5.272284747160832
9,SMOTE-R,2,4,LightGBM,5.654267188319745
9,SMOTE-R,2,5,RF,5.031780720882019
9,SMOTE-R,2,5,XGBoost,5.3324588818834195
9,SMOTE-R,2,5,CatBoost,5.051274223034814
9,SMOTE-R,2,5,LightGBM,5.425480031176294
9,SMOTE-R,2,6,RF,5.026750942441238
9,SMOTE-R,2,6,XGBoost,5.336187844775196
9,SMOTE-R,2,6,CatBoost,4.956824383824389
9,SMOTE-R,2,6,LightGBM,5.425480031176294
9,SMOTE-R,2,7,RF,5.011594482538755
9,SMOTE-R,2,7,XGBoost,5.0433697475346255
9,SMOTE-R,2,7,CatBoost,5.017915507628323
9,SMOTE-R,2,7,LightGBM,5.446182344854201
9,SMOTE-R,2,8,RF,5.221303713591354
9,SMOTE-R,2,8,XGBoost,5.136543831753504
9,SMOTE-R,2,8,CatBoost,5.16442884268337
9,SMOTE-R,2,8,LightGBM,5.484506896934685
9,SMOTE-R,2,9,RF,5.17166914946005
9,SMOTE-R,2,9,XGBoost,5.097077849657096
9,SMOTE-R,2,9,CatBoost,5.053009559119898
9,SMOTE-R,2,9,LightGBM,5.3843090831286124
9,SMOTE-R,2,10,RF,5.332094675867749
9,SMOTE-R,2,10,XGBoost,5.184890647477932
9,SMOTE-R,2,10,CatBoost,5.216885586897187
9,SMOTE-R,2,10,LightGBM,5.46006844539257
9,SMOTE-R,2,12,RF,5.35225340241477
9,SMOTE-R,2,12,XGBoost,5.19046151581686
9,SMOTE-R,2,12,CatBoost,5.309807063719431
9,SMOTE-R,2,12,LightGBM,5.508347689691364
9,SMOTE-R,2,14,RF,5.248120063183439
9,SMOTE-R,2,14,XGBoost,5.411361082181687
9,SMOTE-R,2,14,CatBoost,5.24652014944601
9,SMOTE-R,2,14,LightGBM,5.126617666288817
9,SMOTE-R,2,17,RF,5.391578841261974
9,SMOTE-R,2,17,XGBoost,5.448977609028171
9,SMOTE-R,2,17,CatBoost,5.462574660275121
9,SMOTE-R,2,17,LightGBM,5.315178448318117
9,SMOTE-R,2,19,RF,5.453308624092604
9,SMOTE-R,2,19,XGBoost,5.4350456369262385
9,SMOTE-R,2,19,CatBoost,5.463250199585527
9,SMOTE-R,2,19,LightGBM,5.155017860763191
9,SMOTE-R,5,1,RF,6.925097766392625
9,SMOTE-R,5,1,XGBoost,6.360856079561224
9,SMOTE-R,5,1,CatBoost,6.4793187916581125
9,SMOTE-R,5,1,LightGBM,6.503223335313426
9,SMOTE-R,5,2,RF,6.292445405034513
9,SMOTE-R,5,2,XGBoost,6.311330150316949
9,SMOTE-R,5,2,CatBoost,6.488877587434465
9,SMOTE-R,5,2,LightGBM,6.570001287832805
9,SMOTE-R,5,3,RF,5.505562882353781
9,SMOTE-R,5,3,XGBoost,5.567156264877924
9,SMOTE-R,5,3,CatBoost,5.66898543596119
9,SMOTE-R,5,3,LightGBM,5.579267312097023
9,SMOTE-R,5,4,RF,5.468747709311889
9,SMOTE-R,5,4,XGBoost,5.497501176775095
9,SMOTE-R,5,4,CatBoost,5.440591255957514
9,SMOTE-R,5,4,LightGBM,5.493117983376449
9,SMOTE-R,5,5,RF,5.1503269389938175
9,SMOTE-R,5,5,XGBoost,5.084794001450733
9,SMOTE-R,5,5,CatBoost,4.930841226531405
9,SMOTE-R,5,5,LightGBM,5.291448726167226
9,SMOTE-R,5,6,RF,5.230964608091076
9,SMOTE-R,5,6,XGBoost,5.057188774401725
9,SMOTE-R,5,6,CatBoost,4.907628950825375
9,SMOTE-R,5,6,LightGBM,5.082087375967662
9,SMOTE-R,5,7,RF,5.252938468232413
9,SMOTE-R,5,7,XGBoost,4.812863755968593
9,SMOTE-R,5,7,CatBoost,5.178235262383995
9,SMOTE-R,5,7,LightGBM,5.057128879669766
9,SMOTE-R,5,8,RF,5.320222466139258
9,SMOTE-R,5,8,XGBoost,4.936568164860896
9,SMOTE-R,5,8,CatBoost,4.982452280589651
9,SMOTE-R,5,8,LightGBM,5.1379486399778065
9,SMOTE-R,5,9,RF,5.346278593484946
9,SMOTE-R,5,9,XGBoost,4.913714810938986
9,SMOTE-R,5,9,CatBoost,4.964754658764584
9,SMOTE-R,5,9,LightGBM,5.0328216226847795
9,SMOTE-R,5,10,RF,5.420614804178418
9,SMOTE-R,5,10,XGBoost,4.872418385697449
9,SMOTE-R,5,10,CatBoost,4.986809680863326
9,SMOTE-R,5,10,LightGBM,5.131782447738789
9,SMOTE-R,5,12,RF,5.455126320187128
